"Kommun_code","Year","Kommun_name","Revenue","Index_market","Employee","Population","Population_University","Percent_University","CPI_index","Output","nation_Output","Productivity","AveOutput","AveEmployee","EmployeeIndex","SalesIndex","Infrast","Border","Laen_code","Patent"
2583,2001,"Haparanda",140,68,62,10384,499,0.0480546995377504,267.1,52.4148259078997,0.634960354278071,133.142236703982,229.66010682468,361.692041522491,17.1416544690947,22.8227821682207,0,1,25,38
2583,2002,"Haparanda",141,65,60,10334,531,0.0513837816915038,272.8,51.6862170087977,0.636571956102149,135.324363866321,236.679215415682,371.80276816609,16.1375882960605,21.8380887050098,0,1,25,38
2583,2003,"Haparanda",131,59,63,10346,561,0.0542238546298086,278.1,47.1053577849694,0.62705343107484,119.240889973804,241.45679592987,385.065743944637,16.3608425290248,19.5088142388218,0,1,25,38
2583,2004,"Haparanda",136,58,62,10208,581,0.056916144200627,279.2,48.7106017191977,0.628162204448897,125.071973588088,255.45552790474,406.671280276817,15.2457286774215,19.0681337447362,0,1,25,40
2583,2005,"Haparanda",140,56,59,10184,600,0.0589159465828751,280.4,49.9286733238231,0.675913280515742,125.200780158968,272.266756832799,402.813148788927,14.6469895973817,18.3381452457248,0,1,25,42
2583,2006,"Haparanda",383,142,215,10214,638,0.0624632856863129,284.22,134.754767433678,0.697889490517439,89.8088262787761,292.125915423478,418.584775086505,51.3635499417216,46.1290013377731,0,1,25,41
2583,2007,"Haparanda",796,277,241,10192,656,0.0643642072213501,290.51,274.000894977798,0.696518981133249,163.230752496066,308.23254510413,442.532871972318,54.4592312263472,88.8942129343392,0,1,25,45
2583,2008,"Haparanda",878,304,240,10173,686,0.0674334021429274,300.61,292.072785336482,0.655862927670821,185.552481708924,302.904279176747,461.840830449827,51.9659554063774,96.4241199002856,0,1,25,37
2583,2009,"Haparanda",984,339,259,10112,706,0.0698180379746835,299.66,328.372155109124,0.636977460813184,199.040976599693,309.593086697796,486.034602076125,53.2883870600296,106.065726018507,0,1,25,39
2583,2010,"Haparanda",1078,360,276,10059,719,0.0714782781588627,303.46,355.236274962104,0.657543944256305,195.741739241012,319.814357911762,486.377162629758,56.7460853852009,111.075774484182,0,1,25,37
2583,2011,"Haparanda",1177,394,346,10041,745,0.0741957972313515,311.43,377.9340461741,0.625833625330461,174.534394914023,313.059736607348,500.228373702422,69.1684075093729,120.72266151815,0,1,25,24
2583,2012,"Haparanda",1153,392,339,9904,751,0.0758279483037157,314.2,366.963717377467,0.622144281832325,173.993215630515,312.277680008987,501.937716262976,67.5382600303323,117.511990407674,0,1,25,35
880,2001,"Kalmar",1513,127,766,59787,6067,0.101476909696088,267.1,566.454511418944,0.634960354278071,116.463452594682,229.66010682468,361.692041522491,211.782376182686,246.649067289414,0,0,8,40
880,2002,"Kalmar",1559,124,801,60066,6459,0.107531715113375,272.8,571.480938416422,0.636571956102149,112.078350608332,236.679215415682,371.80276816609,215.436803752408,241.458016249008,0,0,8,40
880,2003,"Kalmar",1654,127,858,60415,6804,0.112621037821733,278.1,594.750089895721,0.62705343107484,110.54591022127,241.45679592987,385.065743944637,222.819093490529,246.317395045888,0,0,8,40
880,2004,"Kalmar",1787,129,912,60649,7231,0.119227027650909,279.2,640.042979942693,0.628162204448897,111.722976665043,255.45552790474,406.671280276817,224.259750867878,250.549669131202,0,0,8,54
880,2005,"Kalmar",1933,130,967,60924,7590,0.124581445735671,280.4,689.372325249643,0.675913280515742,105.471808057245,272.266756832799,402.813148788927,240.061676960477,253.197391142757,0,0,8,27
880,2006,"Kalmar",2355,146,1146,61321,7897,0.128781331028522,284.22,828.583491661389,0.697889490517439,103.601251180406,292.125915423478,418.584775086505,273.77966620099,283.639159661764,0,0,8,33
880,2007,"Kalmar",2776,160,1210,61533,8132,0.132156728909691,290.51,955.560910123576,0.696518981133249,113.380938901022,308.23254510413,442.532871972318,273.426015700747,310.012983801162,0,0,8,41
880,2008,"Kalmar",3073,175,1335,61693,8240,0.133564585933574,300.61,1022.25474867769,0.655862927670821,116.752123322469,302.904279176747,461.840830449827,289.060626947974,337.484419651001,0,0,8,39
880,2009,"Kalmar",3661,204,1568,62388,8495,0.13616400589857,299.66,1221.71794700661,0.636977460813184,122.320945699335,309.593086697796,486.034602076125,322.610775714774,394.620551782272,0,0,8,34
880,2010,"Kalmar",3790,203,1621,62815,8716,0.138756666401337,303.46,1248.92901865155,0.657543944256305,117.173650175668,319.814357911762,486.377162629758,333.280450758735,390.516869475928,0,0,8,31
880,2011,"Kalmar",3757,200,1618,63055,8962,0.14212988660693,311.43,1206.37061297884,0.625833625330461,119.136088852484,313.059736607348,500.228373702422,323.452264017819,385.348376655641,0,0,8,25
880,2012,"Kalmar",3713,196,1602,63671,9227,0.144916838120966,314.2,1181.73138128581,0.622144281832325,118.567358054513,312.277680008987,501.937716262976,319.163104922101,378.423261390889,0,0,8,27
1780,2001,"Karlstad",2215,138,1294,80748,9095,0.112634368653094,267.1,829.277424185698,0.634960354278071,100.929694008378,229.66010682468,361.692041522491,357.76291746788,361.089017875778,0,0,17,41
1780,2002,"Karlstad",2393,142,1222,80934,9580,0.118368052981442,272.8,877.199413489736,0.636571956102149,112.766376269146,236.679215415682,371.80276816609,328.668881629766,370.627987738215,0,0,17,41
1780,2003,"Karlstad",2584,147,1416,81343,10137,0.12462043445656,278.1,929.162171880618,0.62705343107484,104.646261701683,241.45679592987,385.065743944637,367.72941303332,384.815083916912,0,0,17,41
1780,2004,"Karlstad",2816,151,1452,81768,10716,0.131053712943939,279.2,1008.59598853868,0.628162204448897,110.580568448648,255.45552790474,406.671280276817,357.045129671227,394.822534008654,0,0,17,34
1780,2005,"Karlstad",3042,152,1393,82096,11265,0.137217404014812,280.4,1084.8787446505,0.675913280515742,115.222980316743,272.266756832799,402.813148788927,345.817906934793,398.461698839249,0,0,17,33
1780,2006,"Karlstad",3285,151,1475,82878,11764,0.141943579719588,284.22,1155.79480683977,0.697889490517439,112.279911103319,292.125915423478,418.584775086505,352.377842623439,395.64952844539,0,0,17,30
1780,2007,"Karlstad",4041,171,1675,83641,12144,0.145191951315742,290.51,1391.00203091116,0.696518981133249,119.228477065642,308.23254510413,442.532871972318,378.502955618803,451.283309632745,0,0,17,33
1780,2008,"Karlstad",4122,173,1856,83994,12512,0.148963021168179,300.61,1371.21186919929,0.655862927670821,112.645412222751,302.904279176747,461.840830449827,401.870055142652,452.688180215235,0,0,17,37
1780,2009,"Karlstad",4204,173,1902,84736,12924,0.152520770392749,299.66,1402.92331308817,0.636977460813184,115.797545585788,309.593086697796,486.034602076125,391.330162888712,453.150723761997,0,0,17,26
1780,2010,"Karlstad",4560,178,1910,85753,13308,0.155189905892505,303.46,1502.66921505305,0.657543944256305,119.647943806724,319.814357911762,486.377162629758,392.699359006282,469.8567083932,0,0,17,37
1780,2011,"Karlstad",4668,182,1987,86409,13788,0.159566711800854,311.43,1498.89220691648,0.625833625330461,120.535130082451,313.059736607348,500.228373702422,397.218571448335,478.787921806902,0,0,17,27
1780,2012,"Karlstad",4713,183,2007,86929,14146,0.162730504204581,314.2,1500,0.622144281832325,120.130358388046,312.277680008987,501.937716262976,399.85040672825,480.341726618705,0,0,17,31
114,2001,"Upplands Väsby",694,93,381,37524,3336,0.0889031020147106,267.1,259.827779857731,0.634960354278071,107.402402716515,229.66010682468,361.692041522491,105.338231495566,113.135791605323,0,0,1,1092
